Time,Cumulative Area,# of Detected Areas
2.31,3.1048096366048097,6
6.67,2.8912107829142606,7
13.77,4.73849256141731,11
21.0,4.7867692459487,10
29.02,5.979450501993344,9
35.25,4.732465592189605,10
42.48,6.324974698646865,11
