0.49,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
5.26,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
12.32,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
19.43,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
26.46,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
33.48,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
40.6,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
47.66,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
,24.0199,13.4036,0.3908
""
54.68,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
61.81,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
69.29,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
77.0,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
,23.3048,13.9368,0.2658
,23.8502,14.2762,0.4315
""
82.87,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
89.99,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
,23.8865,14.4458,0.3686
""
97.64,X Postion,Y Postion,Radius
,12.1069,12.1069,17.1217
""
104.04,X Postion,Y Postion,Radius
,0.2787,12.7613,0.678
,0.3151,10.083,0.7703
,1.4038,23.1978,0.2057
,2.0952,12.6538,0.7313
,2.0845,13.6702,0.2622
,2.7147,8.7499,0.8689
,2.8358,22.9049,0.5746
,3.26,20.8689,0.343
,3.7811,22.7837,0.2764
,4.9082,12.4462,0.212
,10.4708,21.6809,6.0645
,5.5384,8.2167,0.2017
,9.063,1.7098,1.2642
,10.0103,12.3493,0.6061
,9.9133,11.2464,0.3579
,11.4525,5.5263,1.2243
,14.9064,1.5231,4.1214
,11.6948,1.4785,0.3001
,12.1917,8.3232,0.2163
,12.2834,7.6876,0.3971
,15.3305,16.191,0.3523
,15.891,12.4817,0.6584
,19.9479,10.8344,5.4751
,18.4088,9.3922,1.6024
,18.736,5.4293,0.2399
,19.3662,0.0606,0.3447
,19.5843,10.3617,0.9347
,19.7419,16.397,0.2934
,20.6508,7.8289,2.1321
,20.4084,10.592,0.437
,20.7114,15.8274,0.2691
,22.4444,5.3081,0.2057
,24.0683,6.8715,0.2522
,24.0926,1.6118,0.239
""
