Time,Cumulative Area,# of Detected Areas
1.44,1.076569747126926,5
6.21,1.1215280976658408,5
13.29,1.1596421185799173,5
20.85,1.0228076686808305,4
27.4,1.1443634975988528,5
34.53,1.1625383092690502,5
41.62,1.1272784896789672,5
48.59,1.1212691689995846,5
