Time,Cumulative Area,# of Detected Areas
2.32,1.6575260947207358,7
6.73,1.6480235098269005,7
13.82,2.2251516832546097,9
21.05,2.07537560681151,8
29.58,1.6912140557880238,7
34.96,2.119529507919735,8
42.11,2.104068213340493,8
49.28,2.1929438484348176,8
56.43,1.6105658307658566,7
