0.48,X Postion,Y Postion,Radius
,11.64996,11.60172,7.049358545
,6.00588,6.4521,0.761312297
,7.6581,4.08834,0.562831115
,19.51207451,5.379765123,0.206089116
,,,
5.32,X Postion,Y Postion,Radius
,11.6379,11.62584,7.061078474
,5.99382,6.48828,0.778316343
,7.6581,4.1004,0.571422457
,19.49451155,5.400774432,0.233376554
,,,
12.43,X Postion,Y Postion,Radius
,11.6379,11.5776,7.073343842
,5.99382,6.5124,0.79678423
,7.64604,4.11246,0.588476005
,19.48896,5.40288,0.241202415
,,,
19.49,X Postion,Y Postion,Radius
,11.67408,11.62584,7.090625621
,5.99382,6.50034,0.786218204
,7.63398,4.1004,0.554893461
,19.50510821,5.407990263,0.231759861
