Time,Cumulative Area,# of Detected Areas
1648165881.48,157.15979971034722,3
1648165889.48,157.43340111945307,4
1648165899.86,158.90666297812115,4
1648165910.05,158.4833905054185,4
1648165920.48,159.09387520731497,4
