0,1,2,3,current,voltage,power
973.9978437081696,975.8302097522989,976.0869310672845,976.4123596876814
974.1360288682118,975.7650983432455,976.1239174298237,976.4108185892422
974.1067479978683,975.8901841665552,976.1478044556302,976.4168545581288
974.1829039457356,975.7724185608313,976.187102465828,976.4031130970466
974.1225442568694,975.8986602079704,976.2075220201466,976.4598768895546
974.0020817288772,975.7954066125485,976.1014430775863,976.3930959571923
974.1281949511463,975.9070078245156,976.2018713258698,976.4968632520938
974.0521674281491,975.8135145192082,976.187102465828,976.4797827443934
974.0986572310629,975.8208347367942,976.2660837608336,976.4633443610427
974.089539065298,975.903026653548,976.1709209322172,976.5181817805019
974.1510545779935,975.8963485603117,976.1413832121339,976.4791406200438
974.178537500158,975.7869305711332,976.1350903935073,976.43265081713
974.1759690027594,975.8817081251399,976.0869310672845,976.4480618015212
974.1256264537477,975.8842766225384,976.1454928079716,976.4828649412717
974.1175356869422,975.9103468711337,976.0950218340898,976.4227621021455
974.1362857179518,975.89904548258,976.0223333577107,976.5329506405435
974.1104723190963,975.8566652755039,976.1051673988142,976.4835070656213
974.0963455834043,975.902769803808,976.1182667355469,976.4555104439771
974.0972445574937,975.8773416795624,976.2058524968376,976.5524712207725
974.03277527279,975.8670676899682,976.0748591295112,976.3463493045385
974.1007120289818,975.9124016690525,976.1579500203544,976.5514438218131
973.9550782264837,975.959662021186,976.1254585282628,976.469765604539
974.0723301327276,975.9335917725907,976.1051673988142,976.4687382055796
974.2035803497938,975.8772132546924,976.1135150153594,976.5416835316986
973.973956682363,975.8524272547963,976.0739601554217,976.4828649412717
974.1564484225304,975.8456207366902,976.1174961863272,976.370236330345
974.1252411791379,975.8580779490732,976.1398421136947,976.4006730245179
974.1171504123325,975.888643068116,976.245792631385,976.5089351898671
974.1046931999495,975.9301243011026,976.1529414504273,976.4605190139042
974.0849157699806,975.7988740840365,976.0975903314884,976.4376593870571
974.1742994794503,975.7781976799781,976.1417684867436,976.439842609846
974.2263115517711,975.9090626224345,976.09476498435,976.4140292109904
974.123443230959,975.8670676899682,976.1187804350266,976.4047826203556
974.2421078107722,975.7725469857013,976.1547393986064,976.4782416459543
974.2160375621769,975.856408425764,976.0412118135902,976.3825651178581
974.1248559045282,975.9486174823722,976.1124876164,976.4588494905952
974.0774671275248,975.949002756982,976.181837046161,976.4490892004807
974.1474586816355,975.8909547157747,976.2324364449125,976.4318802679104
974.1288370754959,975.9201071612482,976.1713062068269,976.434448765309
974.1809775726865,975.9473332336729,976.1308523727997,976.4230189518853
974.1171504123325,975.8702783117162,976.1529414504273,976.4385583611466
974.0582033970356,975.8365025709253,976.062658766868,976.4813238428326
974.077210277785,975.9167681146301,976.1887719891371,976.4280275218126
974.1436059355376,975.9317938244117,976.162444890802,976.4155703094295
974.1698046090029,975.8479323843488,976.0924533366913,976.4646286097419
974.150027179034,975.8714341355457,976.1671966109892,976.5294831690555
974.0263540292935,975.9653127154628,976.1760579270143,976.4404847341955
974.1012257284615,975.8177525399159,976.1379157406457,976.5248598737381
974.0818335731024,975.8371446952749,976.0924533366913,976.5017433971511
974.0826041223219,975.8557663014145,976.0974619066185,976.4287980710321
974.1005836041118,975.8426669646818,976.1149276889287,976.500202298712
974.0868421430296,975.8512714309669,976.0870594921544,976.4634727859126
974.1325613967239,975.8055521772727,976.0862889429347,976.4687382055796
974.1225442568694,975.9475900834128,976.1715630565668,976.4867176873695
974.1714741323119,975.8409974413728,976.2450220821654,976.4804248687431
974.1396247645698,975.9691654615607,976.1637291395012,976.5097057390866
974.1242137801785,975.8892851924655,976.1443369841421,976.4357330140083
974.1355151687321,975.9040540525074,976.1969911808125,976.4652707340916
