Elapsed Time,KHCO3 In (kPa),KHCO3 Out (kPa),CO2 In (kPa),CO2 Out (kPa),Current (mA),Voltage (V),Power (mW),CO2 Flow Rate (SCCM)
20.93,1031.815619123735,985.6305684262259,963.9208578644183,961.8735085880301,1.25,0.80625,0,0.08000244148075808
20.97,1031.7488381913724,986.0964938543237,963.9087859266451,961.9012483599345,1.25,0.80625,0,0.08000244148075808
21.01,1031.8418177972,985.7544984257061,963.8430323932421,961.9414453442217,0.0,0.80625,0,0.08000244148075808
21.05,1031.7919889476682,985.7318956485988,963.9284349317439,961.853859582931,0.0,0.8075,0,0.08000244148075808
21.09,1031.7957132688962,986.0157146111391,963.9306181545328,961.9420874685715,-1.25,0.8075,0,0.08000244148075808
21.14,1031.6968261190518,985.9525295751347,963.8833578023994,961.9397758209127,0.0,0.8075,0,0.08000244148075808
21.19,1031.7216121189479,985.8110053684743,963.7946162172792,962.0208119138371,0.0,0.80625,0,0.08000244148075808
21.24,1031.6437866477715,985.8625037413153,963.8959434396523,961.9747073855331,1.25,0.80625,0,0.08000244148075808
21.3,1031.728675486794,985.9938823832514,963.9705582890803,961.811350950985,0.0,0.80625,0,0.08000244148075808
21.35,1031.7442148960552,985.896921606456,963.8721848387156,961.8248355623274,1.25,0.80875,0,0.08000244148075808
21.42,1031.5772625651489,985.9271014508889,963.8923475432944,961.807755054627,0.0,0.8075,0,0.08000244148075808
21.48,1031.8255078387194,985.8211509331986,963.7744535127007,961.8353664016614,0.0,0.80625,0,0.08000244148075808
21.54,1031.733427206981,985.7845498452691,963.9579726518274,961.9024041837637,-1.25,0.8075,0,0.08000244148075808
21.6,1031.851192812705,985.740371690014,963.8771934086428,961.8435855933368,0.0,0.8075,0,0.08000244148075808
21.66,1031.8115095278972,985.5418268411057,963.8806608801309,961.8903322459905,0.0,0.8075,0,0.08000244148075808
21.75,1031.673324367855,985.804327275238,963.9437174912655,961.7366076766871,0.0,0.80875,0,0.08000244148075808
21.79,1031.745884419364,985.8937109847077,963.9622106725351,961.8837825776243,-1.25,0.8075,0,0.08000244148075808
