Time,Cumulative Area,# of Detected Areas
2.4,2.3014302933374755,10
11.78,3.0366081014113577,12
13.98,2.591166893836041,10
20.98,3.353130565473839,13
28.64,2.909792130574995,13
35.44,3.193623490730236,12
42.34,3.32897382546869,13
49.79,3.662969866938595,14
56.64,3.6637305693444038,14
63.69,3.637687042111736,14
71.55,3.414573566005175,13
