Time,Cumulative Area,# of Detected Areas
2.35,7.646261049950953,12
6.81,8.971484092317215,14
13.69,9.00272648659026,13
20.97,9.365134153702135,15
31.85,9.724211604912966,17
35.14,9.428168986477653,16
