Time,Cumulative Area,# of Detected Areas
1.48,2.8343084544588155,6
6.55,3.1705197391985576,7
13.32,3.112068517491859,6
20.36,3.074166049303569,6
27.62,3.3602758082321573,7
34.54,3.308261877511447,7
41.64,3.070594219960938,6
51.07,3.2339307262664567,7
55.69,3.282972191360317,7
