0.52,X Postion,Y Postion,Radius
,6.3382,11.0646,0.2594
,7.7804,4.884,0.8847
,8.6287,2.3147,0.6455
,9.0892,4.0114,0.6523
,9.7558,3.7084,0.239
,12.3129,18.2633,0.3489
,13.1802,18.2775,0.3376
,15.0154,14.9306,0.2158
,15.9001,14.9064,0.2827
,18.4969,10.1655,0.2184
,20.3842,11.7918,0.2353
""
5.38,X Postion,Y Postion,Radius
,5.7444,16.7121,0.1988
,6.3382,11.0768,0.2669
,7.7804,4.8961,0.8919
,8.5803,2.4117,0.7855
,9.1014,4.0477,0.6455
,9.7558,3.7448,0.2454
,12.3129,18.2793,0.3567
,13.1588,18.3312,0.3235
,15.0276,14.967,0.2328
,15.8759,14.9791,0.3104
,18.4936,10.2155,0.2493
,20.3357,11.7918,0.2981
""
