Time,Cumulative Area,# of Detected Areas
2.35,11.034240204278186,13
7.76,11.16381626741637,13
14.13,10.780993672141534,14
20.81,11.866783395161002,12
28.14,14.043604348962377,14
35.28,12.651918720773995,16
45.9,14.729251467761404,16
49.25,14.580808236621854,16
