Time,Cumulative Area,# of Detected Areas
2.53,11.50409622034081,13
10.29,12.216706956938731,14
13.81,12.351750367750654,15
20.95,12.765410403750868,16
33.13,12.887893537588823,16
35.72,12.85155973805239,16
42.5,13.799685956515047,19
