0.65,X Postion,Y Postion,Radius
,7.7804,4.8718,0.8756
,8.7378,2.2784,0.8837
,9.1126,3.9884,0.6523
,9.7501,3.7084,0.2551
,12.3371,18.2512,0.3376
,13.1504,18.3055,0.3141
,15.0154,14.9427,0.2064
,15.9122,14.8821,0.2353
,18.4936,10.1921,0.2158
,20.3712,11.7183,0.2582
""
5.43,X Postion,Y Postion,Radius
,6.3382,11.0889,0.2454
,7.7804,4.8961,0.9098
,8.7378,2.2541,1.0412
,9.1072,4.0446,0.6524
,9.7679,3.7327,0.271
,12.3129,18.2876,0.3489
,13.1698,18.3311,0.3279
,15.0033,14.9912,0.2328
,15.888,14.9427,0.279
,18.4815,10.2385,0.2242
,20.2993,11.7918,0.3202
""
12.49,X Postion,Y Postion,Radius
,6.2776,11.1131,0.1988
,7.7683,4.9203,0.8837
,8.7499,2.3026,1.0125
,9.0655,4.0936,0.6536
,9.7437,3.7448,0.2557
,12.325,18.3118,0.3449
,13.1803,18.3762,0.3096
,15.0154,15.0276,0.2498
,15.888,14.9791,0.303
,18.5244,10.1828,0.2123
,20.3599,11.7554,0.2085
""
19.56,X Postion,Y Postion,Radius
,6.2655,11.1224,0.1994
,7.7562,4.9203,0.8939
,8.7136,2.2663,1.0164
,9.098,4.0819,0.6528
,9.7558,3.769,0.2661
,12.325,18.3239,0.3334
,13.1734,18.3603,0.322
,15.0154,14.9912,0.2254
,15.888,15.0033,0.303
,18.4926,10.193,0.2144
,20.3357,11.816,0.2691
""
26.85,X Postion,Y Postion,Radius
,5.7532,16.7515,0.1973
,6.2655,11.1374,0.1916
,7.7804,4.9324,0.9008
,8.7257,2.3147,1.0398
,9.1014,4.0477,0.6643
,9.7558,3.769,0.2454
,12.325,18.336,0.3449
,13.1734,18.3724,0.32
,15.0033,15.0033,0.2235
,15.8759,15.0154,0.32
,18.5116,10.2105,0.2488
,20.3114,11.8039,0.3037
""
