0.47,X Postion,Y Postion,Radius
,9.21408,13.3292225,7.059804535675049
,7.5464275,3.4072899999999997,0.3672513542175293
,19.0160375,4.739012499999999,0.22316881358146667
""
8.58,X Postion,Y Postion,Radius
,9.2020825,13.3532175,7.056756098632812
,5.42287,6.2027075,0.33356742467880246
,7.5224325,3.431285,0.38635168323516844
,19.00404,4.7630075,0.23295172530651093
""
18.96,X Postion,Y Postion,Radius
,9.2020825,13.3532175,7.086067373657226
,5.4348675,6.19071,0.4031255011940002
,7.5224325,3.4432825,0.39610161995887755
,19.0160375,4.7870025,0.22316881358146667
""
29.17,X Postion,Y Postion,Radius
,9.2020825,13.38921,7.0744689604187005
,5.47086,6.166715,0.44633520152091977
,7.5224325,3.4672775,0.37673154124259944
,19.00404,4.7989999999999995,0.2399524027585983
""
39.42,X Postion,Y Postion,Radius
,9.1780875,13.377212499999999,7.086067373657226
,5.47086,6.1787125,0.4728012899971008
,7.5224325,3.4552799999999997,0.38635168323516844
,19.0160375,4.7989999999999995,0.23663009700298307
""
