Elapsed Time,KHCO3 In (kPa),KHCO3 Out (kPa),CO2 In (kPa),CO2 Out (kPa),Current (mA),Voltage (V),Power (mW),CO2 Flow Rate (SCCM)
0.04,987.0521033114561,955,986.9622059025066,985.109420304059,-1.25,0.00125,0,0.24000732444227427
0.09,986.9650312496451,962,987.0636615497496,984.9887009263269,-1.25,0.0325,0,0.16000488296151616
0.13,986.9095517058363,955,986.9872487521426,985.1392148738822,0.0,0.0,0,0.08000244148075808
0.17,986.9868634775328,953,987.0496632389276,985.1642577235181,0.0,0.0,0,0.0
0.21,986.8878479028185,965,987.1168294458997,984.9934526465141,0.0,0.0,0,-0.08000244148075808
0.24,987.0414440472522,959,987.0351512286256,985.1755591120717,1.25,0.0025,0,0.0
0.27,986.9566836330998,964,987.0881906999059,985.311946323935,-1.25,0.00625,0,0.0
0.31,987.0247488141615,966,987.1178568448591,985.2129307492207,-1.25,0.01875,0,0.0
0.34,986.9681134465234,962,987.0690553942866,985.2262869356932,0.0,0.02875,0,0.0
0.37,986.9289438611954,964,987.1062986065656,985.2318092051,-1.25,0.0325,0,-0.08000244148075808
0.41,987.0176854463155,961,987.1588243783661,985.1543690085338,1.25,0.03625,0,-0.08000244148075808
0.44,987.018584420405,967,987.0581392803427,985.1480761899072,-1.25,0.02875,0,-0.08000244148075808
0.47,986.8936270219652,969,987.0996205133293,985.1009442626438,-2.5,0.0275,0,-0.08000244148075808
0.51,986.983010731435,968,987.1511188861705,985.2791979821035,0.0,0.005,0,0.0
0.54,986.9388325761798,957,986.9768463376785,985.1627166250789,1.25,0.0,0,0.08000244148075808
0.58,986.9505192393433,964,987.053901259635,985.2580078785653,0.0,0.0,0,0.0
0.61,986.9491065657741,951,987.1543295079185,985.1886584488044,1.25,0.0025,0,0.0
0.64,987.038105000634,970,987.0392608244633,985.2129307492207,1.25,0.0,0,-0.08000244148075808
0.67,986.9294575606751,956,987.1335246789903,985.1659272468272,1.25,0.0,0,0.0
0.71,986.8830961826312,956,987.0194833944944,985.2546688319472,-2.5,0.0025,0,0.08000244148075808
0.76,986.9225226176991,950,987.1461103162433,985.0955504181068,1.25,0.0275,0,0.08000244148075808
0.8,986.878087612704,964,986.9128907524544,985.0552250089495,0.0,0.0,0,0.08000244148075808
0.84,986.8664009495405,955,986.9074969079174,985.1882731741946,-1.25,0.0,0,0.0
0.87,986.9693976952226,960,987.0545433839848,985.0348054546309,0.0,0.03375,0,-0.08000244148075808
0.92,986.977616886898,962,987.1237643888758,985.0788551850162,0.0,0.03,0,0.0
0.96,986.9696545449625,957,986.9571973325795,985.0273568121751,-1.25,0.03625,0,-0.08000244148075808
1.02,986.9249626902276,969,987.0601940782616,985.0924682212285,0.0,0.0025,0,0.08000244148075808
1.08,986.8928564727456,966,986.963490151206,985.0123311023937,-1.25,0.0,0,0.0
1.11,986.9051852602587,969,987.0027881614038,985.2590352775247,0.0,0.0,0,0.08000244148075808
1.15,986.9515466383027,961,987.0395176742031,985.2763726349651,1.25,0.0,0,0.0
1.18,986.9226510425689,964,987.1556137566179,985.1830077545276,-1.25,0.0,0,0.0
1.21,986.9145602757635,963,986.9682418713933,985.2192235678472,0.0,0.0,0,-0.08000244148075808
1.24,987.0144748245673,965,987.0478652907485,985.1200795682629,-1.25,0.0,0,-0.08000244148075808
1.28,986.9853223790936,963,987.0278310110398,985.1464066665982,0.0,0.0,0,0.0
1.31,987.020382368584,966,986.9968806173872,985.1512868116555,0.0,0.0025,0,-0.08000244148075808
1.34,987.0301426586985,962,987.119911642778,985.2393862724259,1.25,0.0025,0,-0.08000244148075808
1.37,986.9853223790936,969,987.0536444098952,985.1501309878261,0.0,0.00625,0,0.0
1.44,986.9664439232143,964,987.0476084410087,985.168110469616,0.0,0.025,0,0.16000488296151616
1.49,986.9565552082298,950,987.0888328242554,985.1171257962546,1.25,0.02875,0,0.0
1.54,986.8795002862732,968,987.1373774250882,985.1479477650373,1.25,0.02875,0,0.0
1.58,986.8892605763878,964,987.1053996324762,985.0624168016654,-1.25,0.0,0,0.0
1.63,986.9995775396557,955,986.9858360785734,985.1701652675348,0.0,0.00125,0,-0.08000244148075808
1.68,986.8701252707685,964,987.08099890719,985.1904563969833,1.25,0.0,0,0.08000244148075808
1.73,986.8841235815906,966,987.0083104308108,985.0973483662858,0.0,0.025,0,0.16000488296151616
1.78,986.7585240588013,952,987.0483789902282,985.1065949569206,1.25,0.0,0,0.24000732444227427
1.82,986.8977366178029,970,987.0808704823199,984.8895569267427,0.0,0.03375,0,0.0
1.86,986.95629835849,957,986.9480791668146,985.1137867496366,1.25,0.03,0,-0.08000244148075808
1.91,986.9014609390309,951,987.0121631769086,984.9960211439127,0.0,0.0,0,0.08000244148075808
1.96,986.9326681824233,955,987.0618636015706,985.0834784803336,0.0,0.02875,0,0.08000244148075808
2.0,986.9519319129124,952,987.0151169489169,985.1196942936532,-1.25,0.0,0,0.08000244148075808
2.08,986.9744062651498,953,987.0459389176996,985.0367318276799,0.0,0.0,0,0.08000244148075808
2.12,986.8909300996968,960,987.066486896888,985.1271429361091,-1.25,0.0,0,0.08000244148075808
2.16,987.014988524047,953,987.0481221404884,984.9110038800205,0.0,0.005,0,0.0
2.24,986.9515466383027,969,986.8973513431932,984.9487607917794,1.25,0.0275,0,0.16000488296151616
2.31,987.0355365032354,952,987.0332248555768,985.0209355686787,1.25,0.0,0,0.0
2.36,986.9792864102071,961,986.8565122345561,984.9961495687827,0.0,0.02875,0,-0.08000244148075808
2.39,986.9858360785734,951,986.9658017988646,985.0314664080128,0.0,0.005,0,0.0
2.42,986.9701682444422,961,987.1111787516229,985.1882731741946,0.0,0.01375,0,0.0
2.46,987.0199970939741,970,987.000861788355,985.2619890495332,0.0,0.02625,0,0.08000244148075808
2.49,986.9673428973038,968,987.02744573643,985.1792834332997,1.25,0.0325,0,0.16000488296151616
2.52,986.9485928662943,969,987.0079251562009,985.10762235588,0.0,0.035,0,0.08000244148075808
2.55,986.9542435605712,952,987.0392608244633,985.1894289980239,-1.25,0.03,0,0.0
2.59,986.901204089291,969,987.061093052351,985.2626311738827,1.25,0.025,0,-0.08000244148075808
2.62,987.0851085030276,970,987.0717523165551,985.1399854231018,1.25,0.03125,0,0.0
2.65,986.9501339647335,961,987.0341238296662,985.1903279721134,0.0,0.0025,0,0.0
2.68,986.9631048765963,966,987.0377197260242,985.1738895887627,0.0,0.0,0,0.08000244148075808
2.72,987.0481221404884,951,987.0892180988653,985.2081790290334,1.25,0.02125,0,0.0
2.75,986.9831391563049,966,987.1023174355979,985.057921931218,0.0,0.03125,0,0.08000244148075808
2.79,987.0301426586985,962,986.9306133845045,985.0803962834553,0.0,0.0,0,0.16000488296151616
2.85,986.9344661306022,961,987.0834389797185,985.1167405216448,-1.25,0.0,0,0.16000488296151616
2.89,986.9284301617157,969,987.1367353007386,984.9970485428721,-1.25,0.03375,0,-0.08000244148075808
2.93,986.9887898505817,952,987.04529679335,985.1648998478678,0.0,0.02,0,-0.08000244148075808
2.98,987.0225655913727,953,986.9465380683755,985.0680674959423,0.0,0.0325,0,0.0
3.02,987.0277025861698,963,986.8796287111431,985.1169973713846,-1.25,0.035,0,-0.08000244148075808
3.06,986.9529593118718,950,987.0235929903321,985.1204648428728,-1.25,0.02375,0,0.0
3.09,987.0537728347653,960,987.0050998090626,985.0973483662858,-1.25,0.0025,0,0.0
3.13,986.935108254952,955,987.1192695184284,985.0495743146727,0.0,0.0,0,0.0
3.16,986.9032588872099,964,987.0729081403844,985.1121172263274,0.0,0.0,0,0.08000244148075808
3.19,986.9411442238385,966,987.1134903992815,985.1335641796054,-1.25,0.00125,0,0.0
3.23,986.9283017368457,968,987.0011186380948,985.0445657447455,0.0,0.0,0,0.0
3.26,986.9733788661904,960,987.023978264942,985.2013725109273,1.25,0.0,0,0.0
3.3,986.9877624516223,959,987.1789870829447,985.171449516234,0.0,0.0,0,0.0
3.38,987.0277025861698,965,987.1345520779497,985.1927680446421,0.0,0.0,0,-0.08000244148075808
3.42,986.9232931669186,953,987.037976575764,985.1204648428728,-1.25,0.0,0,0.0
3.46,987.1494493628613,954,987.0449115187402,985.3150285208133,0.0,0.02875,0,0.08000244148075808
3.5,987.0199970939741,970,987.0762471870025,985.2246174123841,1.25,0.0,0,0.16000488296151616
3.54,987.0743208139537,955,987.0522317363261,985.1749169877221,0.0,0.03125,0,0.0
3.57,987.0210244929335,967,987.0649457984489,985.0913123973991,0.0,0.03625,0,0.0
3.61,987.0364354773249,964,986.9890467003216,985.1321515060362,-1.25,0.02625,0,0.08000244148075808
3.65,986.9338240062527,956,987.0414440472522,985.2175540445381,1.25,0.0,0,0.08000244148075808
3.69,986.99187204746,959,987.0621204513104,985.0086067811657,0.0,0.00125,0,0.0
3.73,986.8484214677507,958,987.0325827312271,985.064985299064,1.25,0.0,0,0.0
3.78,986.871024244858,953,986.9982932909564,985.0344201800211,0.0,0.0,0,0.0
3.82,986.9525740372621,950,987.1213243163472,985.1718347908438,-1.25,0.0175,0,0.08000244148075808
3.86,986.8892605763878,955,986.9903309490209,985.0217061178982,0.0,0.005,0,-0.08000244148075808
3.9,987.0824115807591,960,987.0840811040682,985.109420304059,0.0,0.0,0,0.0
3.94,986.9964953427774,968,986.9628480268564,985.0199081697193,-1.25,0.03625,0,-0.08000244148075808
3.97,986.9550141097907,957,987.1077112801348,985.102228511343,1.25,0.025,0,0.0
4.01,986.9394747005296,962,987.0617351767007,985.1086497548395,0.0,0.0,0,0.08000244148075808
4.05,986.9529593118718,955,987.1332678292505,985.1988040135287,0.0,0.0,0,0.0
4.09,987.109123953704,953,986.8594660065645,985.0620315270556,0.0,0.005,0,0.0
4.13,986.97402099054,955,987.0306563581782,985.1229049154014,-1.25,0.0,0,0.08000244148075808
4.16,986.9457675191559,963,987.1088671039641,985.1647714229978,0.0,0.0,0,0.08000244148075808
4.19,987.0158874981365,951,987.1021890107279,985.1053107082213,0.0,0.0025,0,0.0
4.22,986.9354935295617,951,987.0440125446507,985.2401568216454,0.0,0.005,0,0.0
4.38,986.9939268453788,962,986.9398599751393,985.1240607392308,-1.25,0.0275,0,0.0
4.47,987.0040724101032,970,987.0608362026112,985.022219817378,-1.25,0.02625,0,-0.08000244148075808
4.51,986.826717664733,969,986.9096801307063,985.080781558065,0.0,0.0,0,0.0
4.56,986.8219659445456,965,986.917385622902,984.999103340791,0.0,0.03,0,-0.16000488296151616
4.6,987.0220518918929,960,986.9302281098948,985.1790265835598,0.0,0.0,0,-0.08000244148075808
4.63,986.9786442858574,959,987.1228654147864,985.1298398583774,-1.25,0.0,0,-0.08000244148075808
4.66,987.0148600991771,970,987.1489356633816,985.1240607392308,-1.25,0.0,0,-0.08000244148075808
4.7,986.9623343273767,967,987.1060417568258,985.1437097443296,1.25,0.0,0,-0.08000244148075808
4.73,986.8988924416324,962,987.1064270314356,985.1588638789812,0.0,0.0,0,-0.08000244148075808
4.76,986.9718377677513,952,986.983010731435,985.1809529566087,-1.25,0.0,0,-0.08000244148075808
4.8,987.0323258814872,963,987.0847232284177,985.1607902520301,-1.25,0.0,0,-0.08000244148075808
4.83,986.9202109700403,956,987.0852369278974,985.1036411849121,-1.25,0.0,0,-0.08000244148075808
4.86,987.0312984825277,961,987.2186703677525,985.095293568367,-1.25,0.0,0,0.0
4.9,986.9421716227979,969,987.0903739226945,985.1809529566087,1.25,0.00125,0,0.0
4.93,986.9827538816951,957,987.1622918498541,985.2929394431857,1.25,0.0325,0,-0.08000244148075808
4.97,987.031041632788,957,987.2360077251926,985.1971344902196,-1.25,0.02875,0,0.0
5.0,986.8994061411121,966,987.1435418188447,985.2048399824153,0.0,0.03125,0,0.0
5.04,986.9105791047957,956,987.109252378574,985.1776139099906,0.0,0.0325,0,0.08000244148075808
5.07,986.9556562341404,968,986.9027451877301,985.1514152365253,1.25,0.0275,0,0.08000244148075808
5.11,986.9284301617157,960,987.1047575081265,985.2079221792935,0.0,0.0325,0,0.08000244148075808
5.14,986.8500909910598,954,987.0024028867941,985.1497457132164,0.0,0.0,0,0.0
5.17,986.9384473015701,958,987.1089955288342,985.1194374439134,0.0,0.0,0,0.0
5.21,987.0284731353894,966,987.1470092903328,985.0445657447455,1.25,0.00125,0,0.0
5.24,986.9891751251915,969,987.0799715082305,985.0622883767954,0.0,0.005,0,0.0
5.27,986.9104506799258,959,987.112719850062,985.128940884288,-1.25,0.01,0,0.08000244148075808
5.3,986.92098151926,960,987.118113694599,985.1795402830395,0.0,0.02625,0,0.16000488296151616
5.34,986.950904513953,969,987.0368207519348,985.1127593506772,0.0,0.03,0,0.08000244148075808
5.37,986.954500410311,962,987.0976941402805,985.1117319517177,1.25,0.0325,0,0.08000244148075808
5.4,986.9354935295617,965,987.0440125446507,985.1338210293453,0.0,0.0325,0,0.08000244148075808
5.43,987.0689269694167,962,987.0799715082305,985.1167405216448,0.0,0.0275,0,0.08000244148075808
5.47,987.06289100053,961,987.0907591973045,985.1970060653497,-1.25,0.01125,0,0.0
5.5,986.9663154983443,966,987.0739355393438,985.0734613404792,0.0,0.0325,0,0.0
5.54,987.0341238296662,957,987.0074114567212,985.1410128220613,0.0,0.03375,0,0.0
5.57,986.8882331774283,955,987.114646223111,985.1473056406876,-1.25,0.02125,0,-0.08000244148075808
5.63,987.0632762751399,970,986.9628480268564,985.1849341275765,0.0,0.0,0,0.08000244148075808
