Elapsed Time,KHCO3 In (kPa),KHCO3 Out (kPa),CO2 In (kPa),CO2 Out (kPa),Current (mA),Voltage (V),Power (mW),CO2 Flow Rate (SCCM)
31.74,1055.355769356623,956,962.9848974123848,960.9365207370371,1.25,0.80625,0,0.08000244148075808
31.78,1055.3616769006394,961,962.9646062829362,961.0328393894829,0.0,0.8075,0,0.08000244148075808
31.82,1055.3538429835737,960,963.005959091053,961.0151167574329,0.0,0.80625,0,0.08000244148075808
31.89,1055.5127045476745,950,962.907970915298,960.9795430684628,1.25,0.81,0,0.08000244148075808
31.95,1055.7206244120875,952,963.108827411865,961.0365637107108,0.0,0.8300000000000001,0,0.08000244148075808
32.05,1055.6117201223888,950,962.909897288347,960.9875054103984,0.0,1.61,0,0.08000244148075808
32.1,1055.6376619461141,954,962.9055308427695,960.8873340118547,0.0,2.955,0,0.08000244148075808
32.14,1055.6641174693193,952,962.9296747183159,960.879885369399,0.0,3.65875,0,0.08000244148075808
32.19,1055.8150166914845,968,963.1031767175882,960.9212381775156,1.25,4.17,0,0.08000244148075808
32.22,1055.9950683591233,961,962.9394350084305,960.9925139803256,-1.25,4.4325,0,0.08000244148075808
32.26,1056.0797003484054,957,963.1148633807517,961.013318809254,0.0,4.61125,0,0.08000244148075808
32.29,1056.2070978193738,952,963.0462845002103,960.8507329239254,1.25,4.73625,0,0.08000244148075808
32.36,1055.9079962973121,956,963.0220121997938,960.9112210376613,1.25,4.8525,0,0.08000244148075808
32.41,1056.0064981725466,956,962.9463699514065,961.0040722186192,1.25,4.90875,0,0.08000244148075808
32.46,1056.439932108553,961,962.9773203450591,960.9697827783483,1.25,4.94125,0,0.08000244148075808
32.52,1056.398707725306,959,963.0465413499502,960.7965376288158,-1.25,4.965,0,0.08000244148075808
32.61,1056.2987931765022,952,962.9375086353814,960.9467947266313,-1.25,4.97625,0,0.08000244148075808
32.68,1056.2457537052221,952,963.0008220962559,961.0302708920843,0.0,4.98375,0,0.08000244148075808
32.74,1056.5727234240583,970,963.0339557126972,960.981084166902,-1.25,4.9887500000000005,0,0.08000244148075808
32.81,1056.6016190197918,969,963.0762074949034,961.0797144670065,0.0,4.9875,0,0.08000244148075808
32.88,1056.5989220975234,964,963.0676030286184,960.8617774627392,0.0,4.9887500000000005,0,0.08000244148075808
32.93,1056.6961397240586,950,962.9504795472442,961.0120345605546,0.0,4.99125,0,0.08000244148075808
32.98,1056.615488905744,963,962.9579281896999,961.0278308195557,0.0,4.99125,0,0.08000244148075808
33.04,1056.665317755276,968,963.0402485313236,960.8968374522294,0.0,4.99125,0,0.08000244148075808
33.09,1057.0480238676607,970,962.9588271637895,961.0247486226774,-1.25,4.99125,0,0.08000244148075808
