Time,Cumulative Area,# of Detected Areas
2.69,2.3192833034547204,10
11.24,2.9151839155825297,11
13.62,3.1336300780333244,13
20.87,3.328942490315523,13
28.07,3.1483389280379406,14
34.97,3.549880674374927,13
42.2,3.350968355634181,12
