Time,Cumulative Area,# of Detected Areas
1.85,169.71299275543407,7
4.17,171.7043884506954,7
11.49,168.42626427430733,8
18.34,167.79661923128052,8
25.43,172.42302287887674,6
33.29,170.64485467369508,8
39.63,171.55454273660422,7
47.08,246.79433627307714,8
53.72,6.679106228650959,8
66.8,14.46991736043093,10
68.53,15.571736726326392,12
