Time,Cumulative Area,# of Detected Areas
2.39,3.728431232405439,11
6.71,3.890201623854247,12
14.0,4.269850984799454,12
20.98,4.283807483766495,14
28.18,4.400993980191056,15
35.31,4.377596429946555,14
